Stimulus	Speaker	Type 	Repetition	Emotion	Scale	Participant	Score
S34	M	Auditory	2	Incredulity	Neutral-Incredulity	P13	4
S35	M	Auditory	1	Fear	Fear-Anger	P13	4
S36	M	Auditory	2	Incredulity	Neutral-Incredulity	P13	4
S37	M	Auditory	1	Happiness	Sadness-Happiness	P13	4
S38	M	Auditory	2	Incredulity	Neutral-Incredulity	P13	4
S39	M	Auditory	1	Sadness	Sadness-Happiness	P13	2
S40	M	Auditory	1	Fear	Fear-Anger	P13	2
S41	M	Auditory	2	Incredulity	Neutral-Incredulity	P13	4
S42	M	Auditory	1	Fear	Fear-Anger	P13	2
S43	M	Auditory	2	Incredulity	Neutral-Incredulity	P13	4
S44	M	Auditory	1	Fear	Fear-Anger	P13	2
S45	M	Auditory	1	Sadness	Sadness-Happiness	P13	2
S46	M	Auditory	1	Fear	Fear-Anger	P13	3
S47	M	Auditory	2	Incredulity	Neutral-Incredulity	P13	4
S48	M	Auditory	1	Sadness	Sadness-Happiness	P13	2
S49	M	Auditory	1	Happiness	Sadness-Happiness	P13	5
S50	M	Auditory	1	Fear	Fear-Anger	P13	4
S51	M	Auditory	2	Incredulity	Neutral-Incredulity	P13	5
S52	M	Auditory	1	Fear	Fear-Anger	P13	4
S53	M	Auditory	1	Sadness	Sadness-Happiness	P13	2
S54	M	Auditory	1	Sadness	Sadness-Happiness	P13	2
S55	M	Auditory	1	Happiness	Sadness-Happiness	P13	4
S56	M	Auditory	1	Sadness	Sadness-Happiness	P13	2
S57	M	Auditory	1	Anger	Fear-Anger	P13	5
S58	M	Auditory	1	Anger	Fear-Anger	P13	5
S59	M	Auditory	1	Anger	Fear-Anger	P13	4
S60	M	Auditory	1	Anger	Fear-Anger	P13	4
S61	M	Auditory	1	Anger	Fear-Anger	P13	5
S62	M	Auditory	1	Anger	Fear-Anger	P13	4
S63	M	Auditory	1	Anger	Fear-Anger	P13	5
S64	M	Auditory	1	Anger	Fear-Anger	P13	5
